rank,bitstring,energy,selected_indices,selected_tickers
444,00010111011,20.00328653858476,"(3, 5, 6, 7, 9, 10)","QQQ, MTUM, SPY, EWC, VGK, USMV"
445,00010101111,20.199914263277098,"(3, 5, 7, 8, 9, 10)","QQQ, MTUM, EWC, EEM, VGK, USMV"
446,00010111101,20.383408789450456,"(3, 5, 6, 7, 8, 10)","QQQ, MTUM, SPY, EWC, EEM, USMV"
447,00011010111,20.496667689782708,"(3, 4, 6, 8, 9, 10)","QQQ, VUG, SPY, EEM, VGK, USMV"
448,00011011011,20.523915224250587,"(3, 4, 6, 7, 9, 10)","QQQ, VUG, SPY, EWC, VGK, USMV"
449,00011001111,20.72161202659414,"(3, 4, 7, 8, 9, 10)","QQQ, VUG, EWC, EEM, VGK, USMV"
450,00011110011,20.74296792057714,"(3, 4, 5, 6, 9, 10)","QQQ, VUG, MTUM, SPY, VGK, USMV"
451,00010111110,20.856701992216138,"(3, 5, 6, 7, 8, 9)","QQQ, MTUM, SPY, EWC, EEM, VGK"
452,00011011101,20.908671826379976,"(3, 4, 6, 7, 8, 10)","QQQ, VUG, SPY, EWC, EEM, USMV"
453,00011100111,20.941364068597984,"(3, 4, 5, 8, 9, 10)","QQQ, VUG, MTUM, EEM, VGK, USMV"
454,00011101011,20.9691759557234,"(3, 4, 5, 7, 9, 10)","QQQ, VUG, MTUM, EWC, VGK, USMV"
455,00011110101,21.13016272856236,"(3, 4, 5, 6, 8, 10)","QQQ, VUG, MTUM, SPY, EEM, USMV"
456,00011111001,21.157815787812982,"(3, 4, 5, 6, 7, 10)","QQQ, VUG, MTUM, SPY, EWC, USMV"
457,00011101101,21.35781692190884,"(3, 4, 5, 7, 8, 10)","QQQ, VUG, MTUM, EWC, EEM, USMV"
458,00011011110,21.38819689380366,"(3, 4, 6, 7, 8, 9)","QQQ, VUG, SPY, EWC, EEM, VGK"
459,00011110110,21.61334047752108,"(3, 4, 5, 6, 8, 9)","QQQ, VUG, MTUM, SPY, EEM, VGK"
460,00011111010,21.64161695907562,"(3, 4, 5, 6, 7, 9)","QQQ, VUG, MTUM, SPY, EWC, VGK"
461,00011101110,21.84267244616234,"(3, 4, 5, 7, 8, 9)","QQQ, VUG, MTUM, EWC, EEM, VGK"
462,00011111100,22.03683379909932,"(3, 4, 5, 6, 7, 8)","QQQ, VUG, MTUM, SPY, EWC, EEM"
